investor_id,investor_name,investor_type,nationality,investment_strategy,total_investments,total_value_aed,active_since,preferred_areas,risk_score,liquidity_score
dd6027b5-6214-4bde-a35d-fb6fc60ca28b,Investor_4215,Government,India,Flip,33,18422482,2023-03-11,"Downtown Dubai,Jumeirah Village Circle",0.75,0.35
8abecfcf-eb47-4c35-b2f3-32d29770b442,Investor_2724,Government,Pakistan,Flip,17,25780183,2016-08-08,"Jumeirah Lake Towers,Discovery Gardens,City Walk",0.78,0.22
b8b3e561-05de-4328-bcec-41637de5ec22,Investor_7140,REIT,India,Mixed Portfolio,48,5593643,2016-05-27,"Dubai Marina,Emirates Living,Arabian Ranches,Business Bay",0.23,0.13
4e277d65-8ac4-446d-b76d-2b03b1d40bde,Investor_3652,Company,Russia,Development,1,77784181,2019-05-26,"Palm Jumeirah,Emirates Living,Jumeirah Beach Residence,Dubai Hills Estate",0.99,0.51
88be3be7-5176-4de3-9888-9fea548813dc,Investor_9943,Fund,Germany,Buy & Hold,48,38487708,2017-06-10,"Jumeirah Lake Towers,Studio City,Arabian Ranches,Dubai Investment Park,Motor City",0.83,0.54
fc74c5f6-add7-448f-bc5c-385c27d7af01,Investor_8476,Government,Saudi Arabia,Development,49,70668788,2021-11-04,Palm Jumeirah,0.48,0.12
45a7409c-1f83-4951-820c-0f2cd9c03e60,Investor_3068,Government,Saudi Arabia,Flip,30,15916551,2023-06-11,"DIFC,Dubai Investment Park,Palm Jumeirah,Sports City,Dubai Hills Estate",0.49,0.99
23864572-9576-445e-b567-ef88c95e525d,Investor_9269,Individual,India,REIT,33,27156080,2023-03-15,"Business Bay,Emirates Living",0.76,0.42
14ba858c-f9af-4170-a7d8-cff72806b706,Investor_3486,Government,China,Mixed Portfolio,34,7307591,2015-10-26,"Palm Jumeirah,Dubai Hills Estate,Arabian Ranches,Motor City,Downtown Dubai",0.19,0.25
0c733364-9ae1-443e-b62e-6e3031b79861,Investor_4707,Family Office,India,Mixed Portfolio,40,57910429,2022-07-10,"Dubai Marina,Jumeirah Beach Residence,DIFC",0.45,0.57
5ff79818-26cf-4a59-8ee8-aacbd35b9863,Investor_8807,REIT,Germany,Development,9,97844485,2021-06-05,Downtown Dubai,0.33,0.6
20500775-806f-43aa-bc01-7cc7e23cfdc4,Investor_4420,Fund,China,Mixed Portfolio,5,8948672,2016-04-27,"Dubai Investment Park,Studio City,Motor City,International City",0.24,0.97
49f0c8d7-eedf-46ac-a414-60a8a980167b,Investor_7410,Company,India,REIT,26,80378566,2022-08-15,"Palm Jumeirah,Downtown Dubai",0.3,0.95
a3bed3ab-ef15-4c16-8d90-80831ce5c290,Investor_7577,Company,Saudi Arabia,Mixed Portfolio,44,21380452,2022-06-25,"Dubai Investment Park,City Walk,Jumeirah Lake Towers,Business Bay",0.67,0.57
f12dd2b7-e8ca-4e5a-9ce2-3780730f2adb,Investor_2681,Government,China,REIT,15,89640264,2019-11-16,"Jumeirah Village Circle,Discovery Gardens,Dubai Investment Park",0.16,0.98
fa72f17a-e60e-4363-a3d1-42d235b23388,Investor_6593,Family Office,UK,Buy & Hold,25,35286237,2023-07-11,"International City,Arabian Ranches,Motor City,Jumeirah Beach Residence",0.36,0.57
69a80d78-39b9-4441-ac63-62b3accf1741,Investor_6940,Individual,Pakistan,REIT,45,59046122,2020-01-23,Jumeirah Village Circle,0.88,0.35
fd96586d-f9f9-438f-b46e-0f5722d0f3ed,Investor_5519,Family Office,UK,Mixed Portfolio,22,57323846,2017-04-24,"Palm Jumeirah,Downtown Dubai,Business Bay",0.19,0.83
891c5d99-64c7-4331-8541-330bc8f91829,Investor_9109,Company,Pakistan,Mixed Portfolio,28,90339143,2021-10-23,Motor City,0.6,0.85
f0e74d4e-304e-45b8-933f-3591ad85bde1,Investor_9502,REIT,Russia,Buy & Hold,39,15468359,2018-03-03,Jumeirah Village Circle,0.21,0.79
971087ad-0844-4fc0-8e49-b0d329066588,Investor_7911,Fund,Russia,Buy & Hold,23,87850744,2015-12-14,"Discovery Gardens,Sports City,Dubai Marina,Emirates Living",0.83,0.67
f7b6f56c-70cf-4902-852c-7ab13ec41880,Investor_1420,REIT,Pakistan,Mixed Portfolio,12,4240609,2017-09-20,"Jumeirah Village Circle,DIFC,International City",0.82,0.76
64c27bbe-f345-48fd-a524-16b479c5ead9,Investor_6875,Fund,USA,Development,16,38128982,2019-10-16,Jumeirah Lake Towers,0.51,0.99
88fb57bf-f968-411c-86a9-dd61704b92ab,Investor_3631,Fund,Pakistan,Mixed Portfolio,50,74454371,2017-07-09,"Jumeirah Beach Residence,Palm Jumeirah,Arabian Ranches",0.86,0.87
36cdf747-14ec-4fff-a9d6-12eb0dc67c1c,Investor_6763,Fund,China,Mixed Portfolio,48,31544052,2021-03-29,"Jumeirah Village Circle,Downtown Dubai,Jumeirah Beach Residence",0.38,0.55
7c3d20c1-e58a-4657-82ef-3dea2dc5ac32,Investor_7270,Company,Pakistan,Development,46,66154738,2020-11-09,"Discovery Gardens,Palm Jumeirah,Arabian Ranches",0.96,0.39
2d72ab5c-7752-4da8-bd82-e5d4b83bff9e,Investor_4109,Individual,China,Development,33,94983051,2017-08-03,"DIFC,Arabian Ranches,Jumeirah Beach Residence,Studio City,Palm Jumeirah",0.17,0.18
66bb0061-5f25-44d1-865e-01e218bcd879,Investor_7629,Family Office,UK,Flip,46,46656032,2018-10-25,"Jumeirah Beach Residence,Dubai Investment Park,Studio City",0.19,0.96
730b7018-051e-4871-9196-f9e28a017e34,Investor_2346,Fund,USA,Flip,29,6472438,2022-01-12,"Dubai Investment Park,City Walk,Business Bay,Dubai Hills Estate,Jumeirah Village Circle",0.85,0.98
c46bb67c-2a1b-428e-b27a-249045621f1a,Investor_4700,Company,Germany,Flip,10,2666763,2021-06-18,"Business Bay,Motor City",0.85,0.47
5fda6f21-fc56-4b2b-b103-6be4f7a08a2b,Investor_4149,Government,Russia,Flip,34,78966489,2020-04-23,"Jumeirah Beach Residence,City Walk,Palm Jumeirah,Studio City,Discovery Gardens",0.34,0.43
1f988310-5822-4733-89ba-f07d2455159b,Investor_6245,Company,France,Development,5,94039603,2023-04-14,"Dubai Hills Estate,Dubai Investment Park,Jumeirah Village Circle",0.98,0.81
2bd95286-825a-4dca-bdba-8842f1f7173f,Investor_8794,Government,France,Development,7,82079800,2022-03-27,"Studio City,Dubai Hills Estate,Discovery Gardens",0.34,0.85
2d513c0d-af4c-432d-8710-c03db27e4f4b,Investor_8174,REIT,Germany,Mixed Portfolio,28,9678217,2022-11-14,Studio City,0.5,0.69
c1ff699a-aaac-4194-adda-fa21b263746b,Investor_8809,Fund,India,Buy & Hold,44,48568410,2024-01-22,"City Walk,Business Bay,Motor City",0.49,0.79
a948f8c5-cf14-44ce-9cc3-58aebc054c62,Investor_7492,Company,Pakistan,REIT,20,73262247,2016-12-21,"Jumeirah Lake Towers,Dubai Hills Estate,International City",0.23,0.59
b12a2987-a968-480c-a26c-78756f3df85a,Investor_6152,Family Office,UAE,Mixed Portfolio,4,96578284,2016-04-30,"Jumeirah Village Circle,Downtown Dubai,Sports City",0.58,0.76
1f0dbac7-429c-435a-b1aa-bb72622f2bb0,Investor_4188,Family Office,Pakistan,Mixed Portfolio,50,25070716,2022-10-04,Motor City,0.76,0.4
e0ccc0fe-e724-465f-81d5-0821c64d7b0f,Investor_7611,Individual,China,REIT,27,52175972,2016-12-24,"Dubai Investment Park,Jumeirah Lake Towers,Arabian Ranches,Dubai Marina",0.38,0.26
149624d5-4413-435e-843a-3c212b5f273e,Investor_5128,REIT,Germany,Buy & Hold,12,35964465,2020-04-15,"Dubai Hills Estate,Palm Jumeirah",0.99,0.67
50792905-59c0-48d7-97dd-14701602ee9f,Investor_8401,Fund,Saudi Arabia,Mixed Portfolio,17,3738143,2017-12-29,Studio City,0.15,0.44
f817340e-0f98-4942-b080-6f951f6d5225,Investor_1028,Company,France,Buy & Hold,1,44870361,2020-06-23,"Business Bay,Palm Jumeirah,Downtown Dubai",0.96,0.27
94a420c9-34fb-474d-97be-461fd5f94296,Investor_9162,Government,India,Mixed Portfolio,14,47338397,2023-09-14,"Palm Jumeirah,Arabian Ranches",0.9,0.74
00c8033b-d279-474c-aa49-7c3a185b9485,Investor_9312,Company,India,REIT,2,84494515,2024-05-10,"Jumeirah Village Circle,DIFC,Sports City,Dubai Marina,Arabian Ranches",0.71,0.63
efd12b67-7242-41e1-9d41-dae332b3b2ac,Investor_2633,Company,Germany,Flip,39,21837653,2017-11-30,"Discovery Gardens,Jumeirah Beach Residence,Studio City",0.95,0.7
f86a1e91-757c-4456-8eef-8eaa804af202,Investor_6543,Individual,Pakistan,Development,10,33138616,2019-04-15,"Jumeirah Beach Residence,Dubai Marina",0.42,0.92
100a1380-9fb5-4676-921a-53ccdbcae154,Investor_2618,REIT,France,Buy & Hold,43,88886323,2021-03-13,"Studio City,Sports City,Jumeirah Beach Residence,Motor City,City Walk",0.68,0.35
335635fd-198c-42ef-9ac2-d0cad7604f75,Investor_8338,Company,Pakistan,Development,41,58219594,2020-04-04,"Jumeirah Beach Residence,Downtown Dubai,Motor City,Business Bay",0.54,0.39
d9bb4041-bda7-4f10-ac04-8158476c95d5,Investor_7370,REIT,UK,REIT,50,39546517,2016-02-23,Sports City,0.85,0.27
8d6ed0c8-b573-4c68-8e71-611fdedb3889,Investor_6031,Individual,China,Mixed Portfolio,35,24267818,2017-08-08,"Dubai Marina,Business Bay,Studio City",0.97,0.45
d5874a30-cf6c-47ef-9c54-8af862b8ac8f,Investor_9810,Fund,UAE,REIT,48,69232914,2018-11-30,"Sports City,Palm Jumeirah",0.71,0.14
1e590b51-97d8-48ef-9bb2-aa6197390c15,Investor_2616,Company,Germany,Flip,15,96618129,2021-03-14,Emirates Living,0.55,0.61
578473e0-0033-4d83-8ff3-bd6ba701d235,Investor_1255,Government,UAE,REIT,14,93528295,2023-06-27,"Business Bay,Dubai Hills Estate,Jumeirah Lake Towers",0.99,0.99
abb733b3-847b-4448-a9fd-16d5301b6cdb,Investor_7091,Company,Russia,Buy & Hold,10,20014547,2018-01-28,"City Walk,International City",0.71,0.74
ca4f44d7-9e94-4961-ae9c-7ccaf8ec8e1e,Investor_6074,Family Office,Pakistan,Development,27,93647982,2024-09-04,"International City,Jumeirah Beach Residence,City Walk,Studio City",0.91,0.84
2a83a671-65d3-4f04-afff-0b6d6649767f,Investor_5152,REIT,China,Buy & Hold,41,93948882,2020-05-10,Discovery Gardens,0.22,0.72
02170fb3-c496-4769-b558-c4470ad29823,Investor_2874,Individual,Saudi Arabia,Flip,32,9925521,2022-09-25,"Jumeirah Lake Towers,Arabian Ranches,City Walk,Studio City,Palm Jumeirah",0.94,0.46
81424593-11bc-4684-a600-03170e9e4759,Investor_5693,Government,UK,Mixed Portfolio,17,15561556,2016-04-03,Jumeirah Beach Residence,0.84,0.9
d7ddac90-df82-4a97-af3b-8cfdef9a8444,Investor_9158,Individual,Pakistan,Flip,34,5790926,2019-07-14,"Jumeirah Village Circle,Studio City,Dubai Hills Estate,Business Bay",0.85,0.27
b7651e30-ec14-49f4-a6a6-86969efe75b4,Investor_2104,Family Office,Pakistan,REIT,40,50781610,2019-11-17,"Discovery Gardens,Dubai Marina",0.7,0.55
bd21a421-620e-45cc-a1db-7be78bbbf679,Investor_4447,Company,USA,Buy & Hold,37,2907386,2023-01-29,"City Walk,Arabian Ranches,Palm Jumeirah",0.52,0.91
3abc251c-f781-4349-9399-8fdcf9602057,Investor_7411,Individual,Russia,Flip,19,68859758,2024-01-29,"Arabian Ranches,Emirates Living",0.4,0.75
67666c26-a3d2-4d88-bce1-f959337a2626,Investor_8217,Individual,Saudi Arabia,Flip,39,71941666,2021-07-25,"Arabian Ranches,Dubai Investment Park,Jumeirah Lake Towers,Business Bay,Dubai Marina",0.72,0.47
e5a4521c-938b-4140-8ae9-fb23bd7e000f,Investor_1286,Government,China,Flip,47,44171972,2020-08-20,Dubai Investment Park,0.91,0.72
e7f5f2b9-837b-4105-a52c-4ebedec77a5a,Investor_7245,Individual,UAE,Mixed Portfolio,4,53013029,2016-03-03,"Jumeirah Village Circle,Dubai Hills Estate,Dubai Marina,DIFC,City Walk",0.17,0.68
9ee184ec-07a9-47f2-8584-89d7c469e9cf,Investor_7325,REIT,UK,Mixed Portfolio,25,61353847,2016-05-26,"Motor City,City Walk",0.41,0.99
40b2e9a4-a8a0-4fe4-ab44-c0272b35fd72,Investor_8850,REIT,India,REIT,35,49336521,2022-04-13,"DIFC,Arabian Ranches",0.97,0.45
54612af0-6da6-46c8-a7e8-412e3c06bad9,Investor_3626,Fund,USA,Buy & Hold,28,41246214,2023-03-06,Discovery Gardens,0.47,0.89
fe0f41d0-a69c-4bdf-a28d-efb5dde58d88,Investor_7590,Company,India,Development,14,55464528,2020-01-26,"Discovery Gardens,Studio City,Sports City,Emirates Living",0.52,0.4
4d022e02-f3c8-45ae-84fa-405146a0c766,Investor_7535,Family Office,India,Mixed Portfolio,14,34018516,2022-05-11,"Emirates Living,Palm Jumeirah",0.91,0.59
153467c5-63e9-4198-97db-ed5840964798,Investor_7140,REIT,UK,Flip,26,19969191,2019-07-08,Studio City,0.69,0.37
a1dcf516-43da-4221-8fdc-855b07008259,Investor_7752,Government,UAE,Flip,14,46323065,2018-08-09,"Jumeirah Beach Residence,Sports City",0.49,0.95
2ed773cd-e200-4200-92e3-2ccd6ae0b548,Investor_4382,Individual,Russia,Mixed Portfolio,43,24131189,2021-09-22,"Dubai Investment Park,Jumeirah Beach Residence,Emirates Living,Downtown Dubai,Motor City",0.38,0.32
cfc82f9d-990d-47d0-891a-4a041e905314,Investor_3139,Family Office,Germany,Development,40,83184856,2018-11-03,Jumeirah Village Circle,0.81,0.18
e2771338-0aeb-4614-8c18-b90640c94b20,Investor_1864,Individual,USA,Buy & Hold,21,48874974,2022-07-07,"Emirates Living,DIFC",0.86,0.43
50b544a3-93be-42c5-8980-159f21259f10,Investor_8317,Fund,Germany,Development,46,24517361,2021-07-17,"Jumeirah Village Circle,Arabian Ranches,Dubai Investment Park",0.25,0.21
959f84e5-126a-4ec4-a072-bcc7c37b4a92,Investor_7712,Government,India,Mixed Portfolio,36,85380335,2019-07-11,"Dubai Hills Estate,Jumeirah Village Circle,Dubai Investment Park",0.92,0.19
67b8a795-1527-4c6a-ad1d-b6bf9795ecf3,Investor_3221,Individual,Russia,REIT,25,65005756,2022-11-17,Palm Jumeirah,0.94,0.63
1f846129-4f34-402b-91a5-d6bc3e55951f,Investor_8329,Company,UAE,REIT,43,77072327,2020-12-07,"Downtown Dubai,Palm Jumeirah,Studio City",0.26,0.66
511ea45d-3719-4f86-9a3e-221e0ad35a2c,Investor_7449,Family Office,India,Buy & Hold,43,27458585,2017-09-05,"DIFC,Downtown Dubai,Palm Jumeirah",0.64,0.82
43d2a6cf-7f61-44ce-995f-6a5116619d36,Investor_7844,Individual,India,Development,17,26772910,2019-01-13,"Sports City,Business Bay,Motor City",0.39,0.25
33f42372-1459-48a6-b239-3bcc09079463,Investor_4912,Family Office,UK,Development,29,59109521,2021-01-02,City Walk,0.77,0.78
63b7400b-bc20-4b4a-8eb4-9a646e4a565b,Investor_2314,REIT,USA,Mixed Portfolio,3,18535526,2017-10-16,Business Bay,0.37,0.28
0e6a1e25-a77a-43c5-b19f-970bf0d16610,Investor_7226,REIT,Russia,Buy & Hold,45,91181417,2021-10-04,"Jumeirah Lake Towers,Palm Jumeirah,International City,Emirates Living",0.74,0.22
666fb7b3-caf2-427b-8d57-d3472e710219,Investor_5285,Fund,France,Flip,32,38801233,2021-10-19,Discovery Gardens,0.93,0.18
9984cd69-d595-45b1-9977-4f077c4e2d48,Investor_6220,Family Office,France,Buy & Hold,2,18250444,2016-03-30,Dubai Hills Estate,0.17,0.44
d78694e6-8e84-4a66-8044-1839daa4bfda,Investor_4882,Company,Saudi Arabia,Buy & Hold,1,98053794,2024-08-21,"Downtown Dubai,Dubai Investment Park,Discovery Gardens",0.67,0.4
8a2be6f0-eab1-4cd4-8fec-ef965940befd,Investor_2733,Family Office,China,Buy & Hold,4,95509095,2023-03-27,"Downtown Dubai,Arabian Ranches",0.18,0.96
b8642608-7038-484d-972d-736a91b76818,Investor_8093,Individual,Pakistan,Flip,4,97231316,2023-11-25,"Jumeirah Lake Towers,Sports City,Emirates Living,Dubai Hills Estate",0.84,0.74
9242246a-9221-4543-9a21-41026fadaf6e,Investor_4048,REIT,Germany,Development,47,91752569,2018-02-25,Discovery Gardens,0.27,0.11
6f4ecafd-e8be-46a2-afd0-f3063a64473b,Investor_4239,Company,UK,Flip,35,78233454,2022-09-01,Downtown Dubai,0.27,0.86
c426312e-1aff-4e9f-bc57-6f4804907a66,Investor_3661,Company,Russia,Mixed Portfolio,19,81739206,2020-03-02,"DIFC,Emirates Living,International City,Dubai Investment Park,Motor City",0.41,0.32
024286ee-4eea-4f09-96bc-8d1a54b34a03,Investor_5123,Individual,UK,Flip,5,9270439,2024-02-01,"Palm Jumeirah,Dubai Marina,International City,Sports City",0.71,0.91
7e4a1e84-df33-4cb6-8d3d-38e942eaa8ac,Investor_1196,REIT,Saudi Arabia,Development,38,49516995,2016-12-17,"Downtown Dubai,City Walk,Jumeirah Lake Towers,Dubai Hills Estate,Arabian Ranches",0.77,0.53
3e636eec-2cd8-4610-940b-5d890b3ad44e,Investor_5919,REIT,Germany,Development,35,26539627,2022-03-26,"Arabian Ranches,Dubai Marina,Palm Jumeirah,Emirates Living,Dubai Hills Estate",0.89,0.39
49e65895-d4a1-4014-a06e-f4f7e234c98d,Investor_8596,REIT,Germany,REIT,10,20070042,2016-07-07,"International City,Business Bay,Dubai Investment Park,Jumeirah Beach Residence",0.39,0.99
6984363a-907f-4296-87a0-41840b9762aa,Investor_3447,Family Office,Russia,Development,1,59301666,2015-12-01,"Dubai Investment Park,Arabian Ranches",0.3,0.11
ea4dc394-28ad-4047-96c3-aa1da3e788c8,Investor_3455,REIT,UK,Development,13,3909930,2019-03-19,"Arabian Ranches,DIFC,City Walk,Jumeirah Village Circle",0.27,0.65
8003a924-dc6d-4ee3-b5ab-0d3a89086970,Investor_8091,REIT,Russia,Flip,32,90360714,2024-02-14,"Jumeirah Village Circle,Downtown Dubai,Jumeirah Lake Towers",0.74,0.65
798af3e9-999e-4626-a9a5-8b680cd4cf1f,Investor_4852,Company,France,REIT,14,56880935,2019-04-16,DIFC,0.67,0.4
c68cca37-75aa-4b7d-8514-00e41806f2e6,Investor_8028,Fund,China,Buy & Hold,39,18371542,2018-11-07,"Jumeirah Lake Towers,Palm Jumeirah,Dubai Investment Park",0.43,0.97
ad4224aa-353b-46f1-afb4-f2c1cd852032,Investor_1290,Individual,Germany,Development,27,34032305,2022-06-11,"Dubai Hills Estate,Jumeirah Lake Towers,Motor City",0.81,0.6
8d07f8a6-f1f2-46ac-bfb5-efb0a1ef62a6,Investor_6424,Government,Pakistan,Flip,21,85917104,2018-05-16,"Dubai Hills Estate,Studio City",0.54,0.52
adae7065-4652-425f-86ec-89d7d6454842,Investor_6135,Individual,France,Buy & Hold,25,20911932,2017-10-18,"Downtown Dubai,Sports City,Motor City",0.52,0.91
32534994-f9f6-446c-a717-6dd4791580a8,Investor_5358,Family Office,Saudi Arabia,REIT,25,26928411,2015-12-01,"Dubai Investment Park,Palm Jumeirah,Dubai Marina",0.53,0.3
68e18c8a-609a-474c-9be4-2463a5a9ea1f,Investor_6361,Individual,USA,Mixed Portfolio,31,76413975,2023-02-25,"Jumeirah Lake Towers,Motor City,Studio City",0.64,0.58
fb0b361c-e990-45b8-b02c-565836ab3ac6,Investor_4083,Family Office,China,Mixed Portfolio,8,40677387,2016-07-25,Emirates Living,0.57,0.55
c6c23690-e052-42aa-81f8-cb1c919c6a53,Investor_7160,Company,Russia,Buy & Hold,20,36029200,2022-07-02,"DIFC,Business Bay",0.13,0.68
6fb57caa-796d-4fb3-868e-b0a73b40ee57,Investor_2289,REIT,USA,REIT,50,20812515,2019-10-13,"Studio City,Arabian Ranches,Discovery Gardens,Jumeirah Beach Residence",0.38,0.94
718f9db9-c6bc-4286-aa1a-5f584f053b47,Investor_5521,REIT,Pakistan,Mixed Portfolio,30,39220213,2022-12-18,"Dubai Investment Park,Jumeirah Lake Towers,Business Bay,Dubai Marina,Motor City",0.88,0.6
f02578ff-fd13-4d1b-b64d-495560acc6ff,Investor_3322,Fund,USA,REIT,36,4417889,2017-09-27,"Jumeirah Lake Towers,Jumeirah Beach Residence,Arabian Ranches,Motor City",0.65,0.78
012b5776-f80d-4751-b4b9-777e5d02079a,Investor_5635,Family Office,USA,Mixed Portfolio,49,77306755,2024-05-07,"Dubai Marina,Dubai Investment Park,Motor City,Studio City,Discovery Gardens",0.23,0.19
2ddd6fee-5fde-4294-855f-9cdda83d20c3,Investor_4850,Company,Saudi Arabia,Development,23,46386805,2023-11-18,"Jumeirah Lake Towers,Downtown Dubai,Motor City,Emirates Living",0.59,0.57
7c300894-ac47-4d3b-9427-6a0d0a2a44a4,Investor_7487,Family Office,India,Mixed Portfolio,6,28817237,2019-10-05,"Jumeirah Village Circle,City Walk",0.3,0.15
68c80457-2e7d-4d2c-8975-fee357f9d8a4,Investor_1396,Family Office,UAE,Flip,31,6690138,2024-04-26,"Dubai Hills Estate,Dubai Investment Park",0.96,0.22
5b7bc693-f1de-42d3-af87-d13211f31e6b,Investor_6291,Fund,Russia,REIT,2,69484185,2016-03-16,"Motor City,Business Bay,International City",0.6,0.14
8dd5bd1b-dd1c-440b-8ef1-33f5ccf52ed2,Investor_1589,Government,Pakistan,Flip,38,66963322,2024-09-16,"Downtown Dubai,Palm Jumeirah,Arabian Ranches",0.46,0.24
5279c2f1-c8b0-41a2-97e6-428f8b6db369,Investor_5610,Individual,UK,Mixed Portfolio,24,69569102,2020-06-08,"Emirates Living,City Walk",0.4,0.39
add38f21-1a81-4da4-8871-06d2b5f6dcfe,Investor_7432,Fund,Saudi Arabia,Development,29,4867816,2019-10-18,"Sports City,Jumeirah Beach Residence,Emirates Living,Downtown Dubai,Dubai Marina",0.14,0.82
698222d4-5443-4d54-8595-5f10e15d2357,Investor_4368,Family Office,Pakistan,Mixed Portfolio,48,41078726,2017-01-20,"DIFC,Palm Jumeirah",0.52,0.68
6c98a212-390c-4b7b-b620-58249edef248,Investor_5134,Company,Pakistan,Mixed Portfolio,2,42594284,2024-08-26,"Arabian Ranches,Jumeirah Lake Towers",0.29,0.95
86065a70-da69-4a15-893c-faa60355ec5f,Investor_6363,REIT,Germany,REIT,39,23180457,2019-04-12,"Studio City,DIFC,Dubai Hills Estate,Dubai Marina",0.65,0.9
57e24efb-ce8e-420e-861a-24ad4350112e,Investor_1819,Individual,UAE,Development,1,41727906,2019-10-20,"Arabian Ranches,Jumeirah Village Circle,Dubai Marina,Studio City",0.29,0.27
68d03099-3bf8-4c7c-b814-51b1e3122fa6,Investor_7108,REIT,Saudi Arabia,Development,27,88728193,2024-07-16,"Dubai Marina,Jumeirah Village Circle,DIFC",0.23,0.51
d8002196-7e1f-4b97-b49e-e526a82154b0,Investor_2971,Company,UAE,REIT,12,2925224,2023-07-12,Dubai Hills Estate,0.51,0.9
d0d25cc1-a86e-4de7-aff5-2cae5d1dc169,Investor_5475,Family Office,UK,Buy & Hold,45,76595538,2019-05-31,Dubai Investment Park,0.29,0.46
289ecac4-2298-4498-9392-7681358eff8a,Investor_1489,REIT,UAE,REIT,28,63505408,2020-03-01,"Business Bay,Dubai Marina",0.69,0.96
055492c8-e8bb-4d7b-b188-927ae06305e0,Investor_5613,Fund,Germany,Flip,18,4276640,2017-04-06,"Emirates Living,Dubai Hills Estate,Discovery Gardens",0.83,1.0
16a18529-3196-42aa-8aba-cae3a59c5d40,Investor_8132,Individual,France,REIT,15,97042088,2016-06-18,DIFC,0.43,0.64
fc190ced-631e-42f1-9325-980653f35bc8,Investor_8741,REIT,France,Flip,24,89395975,2020-08-17,"Studio City,Dubai Investment Park,Jumeirah Lake Towers,Palm Jumeirah,Motor City",0.41,0.26
13b366cb-b3c7-4ad3-b1ec-7c7df49955b2,Investor_7096,REIT,Germany,Development,50,40251912,2023-02-19,"Studio City,International City,Palm Jumeirah,Emirates Living",0.18,0.33
e38e5264-c305-41b9-bf73-97925ec7f781,Investor_6452,Company,USA,REIT,29,73371781,2017-02-28,"Dubai Marina,Jumeirah Lake Towers",0.56,0.87
40959b34-73d7-4380-87b1-958821ffb2c2,Investor_3376,Family Office,China,Development,35,85919213,2016-06-09,"Dubai Investment Park,Emirates Living",0.84,0.46
fc8b04a9-4f5f-4839-af6f-ef9b7b5720ec,Investor_2833,REIT,France,Mixed Portfolio,3,70735350,2023-08-17,"Business Bay,City Walk,Arabian Ranches,Palm Jumeirah,Jumeirah Village Circle",0.72,0.81
b8864621-71a3-43e3-b0b3-2cd6fb2b94cc,Investor_2915,REIT,USA,Development,36,54010703,2018-12-04,"Dubai Hills Estate,Palm Jumeirah,International City,Sports City",0.78,0.2
cc98adf0-89ff-4767-8966-01d717a52ee3,Investor_8432,Family Office,India,Flip,46,1080009,2015-11-22,"Jumeirah Village Circle,Motor City,Dubai Investment Park,Discovery Gardens,Dubai Marina",0.73,0.38
ce87d854-d7e4-4e7b-bef0-f9efe05dc601,Investor_5962,REIT,Pakistan,Mixed Portfolio,41,13963717,2022-08-25,Business Bay,0.13,0.21
13e0fb30-9a9f-4f5b-a48d-6a4cc0869116,Investor_2168,Company,Saudi Arabia,Development,29,16965592,2020-01-22,"Jumeirah Beach Residence,Business Bay,DIFC",0.41,0.44
d2f75df1-3f7e-4fea-ad6d-1996c708634d,Investor_8020,Fund,China,Mixed Portfolio,31,86257731,2017-11-23,"Dubai Marina,Motor City,Studio City,Dubai Hills Estate,Arabian Ranches",0.42,0.33
4c744b52-5f3d-4288-89e9-dc22ff784aaa,Investor_7287,REIT,France,Buy & Hold,28,93421138,2018-03-17,"Palm Jumeirah,Motor City,Business Bay,Emirates Living,Sports City",0.97,0.78
dd4d828f-731e-423a-ab07-d83139cbccc5,Investor_8780,Individual,UK,Mixed Portfolio,6,12135331,2022-01-14,Discovery Gardens,0.44,0.4
5b70edab-3d33-4c67-9bc2-46cc46726e29,Investor_8688,Government,UAE,Development,20,75172174,2016-01-28,"Emirates Living,International City,Jumeirah Village Circle,Business Bay",0.72,0.63
65ca2b8b-4780-48b6-b13b-a640cb6fb140,Investor_1462,Family Office,France,REIT,5,68387045,2022-10-04,"City Walk,Jumeirah Beach Residence,Dubai Marina,Dubai Investment Park",0.63,0.73
6f7e95c8-e91c-417a-b5f3-2c16f5fd7a4c,Investor_3849,REIT,Germany,Development,11,6344079,2021-07-14,"Jumeirah Lake Towers,International City,Jumeirah Village Circle,Studio City,Downtown Dubai",0.97,0.17
a26a8379-e67c-43e6-9b1c-81cbf83de952,Investor_8966,REIT,Pakistan,Buy & Hold,25,88761151,2022-10-23,"Dubai Marina,DIFC,Arabian Ranches,Jumeirah Village Circle",0.41,0.71
73acbc95-23b4-48ee-832e-38f0d9adb5da,Investor_4747,REIT,Germany,Buy & Hold,7,23069861,2023-03-25,"Business Bay,Discovery Gardens",0.55,0.81
b7d71706-a8f7-4dfd-abbf-f891cf03ebcb,Investor_1336,REIT,France,Development,41,73945272,2023-08-07,"Motor City,Dubai Marina,City Walk,Emirates Living",0.6,0.48
03c42018-4bd5-40e3-9c91-26e62e7ac04b,Investor_2429,Individual,UK,Development,31,54865194,2019-02-07,"Dubai Investment Park,Jumeirah Village Circle",0.12,0.18
dc19230a-24fd-4aaa-8f27-a951129aa492,Investor_4219,Company,Germany,Mixed Portfolio,24,75808730,2021-11-03,"Downtown Dubai,Arabian Ranches,International City,Dubai Marina",0.6,0.31
